CustomerID,recency_days,frequency,monetary,total_quantity,avg_order_value,first_purchase_date,last_purchase_date,primary_country,cluster,segment_clustered
12433,1,7,13375.87,11071,117.332193,2010/12/1 13:24,2011/12/9 10:02,Norway,3,Champions
12434,85,2,806.14,394,29.85703704,2011/3/24 13:05,2011/9/16 12:38,Australia,4,Dormant High-Value Customers
12435,80,2,7829.89,2055,391.4945,2011/3/17 07:40,2011/9/21 09:06,Denmark,4,Dormant High-Value Customers
12436,100,1,509.01,211,56.55666667,2011/9/1 12:09,2011/9/1 12:09,Norway,2,Hibernating
12437,2,18,4951.41,2922,72.81485294,2011/1/12 14:13,2011/12/8 11:35,France,3,Champions
12438,14,2,2906.85,1180,60.559375,2011/7/22 13:29,2011/11/25 13:28,Norway,1,Loyal Customers
12441,367,1,173.55,121,34.71,2010/12/8 10:45,2010/12/8 10:45,France,2,Hibernating
12442,3,1,172.06,182,19.11777778,2011/12/6 14:22,2011/12/6 14:22,Spain,0,Occasional Buyers
12444,21,5,5005.46,1153,73.60970588,2011/6/21 14:00,2011/11/18 13:23,Norway,1,Loyal Customers
12445,22,1,133.4,62,44.46666667,2011/11/17 18:43,2011/11/17 18:43,Spain,0,Occasional Buyers
12446,58,1,1002.31,351,32.33258065,2011/10/13 12:50,2011/10/13 12:50,RSA,4,Dormant High-Value Customers
12447,243,1,476.49,190,34.035,2011/4/10 13:25,2011/4/10 13:25,Belgium,2,Hibernating
12448,44,1,449.45,243,23.65526316,2011/10/26 13:46,2011/10/26 13:46,Spain,0,Occasional Buyers
12449,22,4,4067.29,1553,88.41934783,2011/6/5 15:37,2011/11/17 13:46,Belgium,1,Loyal Customers
12450,156,2,197.88,128,28.26857143,2011/6/19 14:36,2011/7/6 14:41,Spain,2,Hibernating
12451,11,5,9035.52,6575,74.67371901,2011/1/19 09:05,2011/11/29 08:40,Switzerland,1,Loyal Customers
12452,17,2,430.57,185,25.32764706,2011/11/23 08:05,2011/11/23 10:28,Switzerland,0,Occasional Buyers
12453,134,1,707.09,473,35.3545,2011/7/28 14:08,2011/7/28 14:08,Austria,2,Hibernating
12454,56,1,3528.34,1006,294.0283333,2011/10/14 17:13,2011/10/14 17:13,Spain,4,Dormant High-Value Customers
12455,73,6,2466.86,2089,63.25282051,2011/2/16 09:56,2011/9/27 15:31,Spain,4,Dormant High-Value Customers
12456,44,3,3181.04,1633,57.83709091,2011/3/30 09:12,2011/10/26 14:41,Switzerland,4,Dormant High-Value Customers
12457,66,7,2363.23,843,69.50676471,2011/4/14 18:57,2011/10/4 13:13,Switzerland,1,Loyal Customers
12458,71,2,947.4,506,41.19130435,2011/2/28 10:55,2011/9/29 15:25,Switzerland,4,Dormant High-Value Customers
12461,94,2,826.88,287,51.68,2011/7/8 10:23,2011/9/6 16:57,Switzerland,4,Dormant High-Value Customers
12462,19,2,1189.59,536,49.56625,2011/2/9 14:44,2011/11/21 09:11,Spain,0,Occasional Buyers
12463,53,4,1344.78,776,39.55235294,2011/4/12 12:47,2011/10/17 13:44,Belgium,4,Dormant High-Value Customers
12464,10,8,1212.05,112,101.0041667,2011/2/3 13:30,2011/11/29 13:33,Belgium,1,Loyal Customers
12465,17,2,742.19,479,35.34238095,2011/6/23 13:37,2011/11/22 16:34,Belgium,0,Occasional Buyers
12468,188,2,729.54,366,29.1816,2011/1/27 13:29,2011/6/5 11:36,Germany,4,Dormant High-Value Customers
12471,2,30,19824.05,8212,161.1711382,2010/12/10 09:35,2011/12/7 15:43,Germany,3,Champions
12472,32,7,6572.11,4148,84.25782051,2010/12/5 14:19,2011/11/7 14:01,Germany,1,Loyal Customers
12473,29,5,3938.55,2439,57.08043478,2011/6/1 10:15,2011/11/10 13:46,Germany,1,Loyal Customers
12474,17,18,7375.79,4847,94.56141026,2011/1/14 10:06,2011/11/22 14:39,Germany,3,Champions
12475,54,1,723.38,535,26.79185185,2011/10/17 10:10,2011/10/17 10:10,Germany,0,Occasional Buyers
12476,16,11,6816.42,2408,71.004375,2010/12/13 14:39,2011/11/24 12:40,Germany,3,Champions
12477,23,6,13219.74,3653,108.3585246,2011/2/11 12:45,2011/11/17 09:51,Germany,1,Loyal Customers
12478,4,1,680.99,236,37.83277778,2011/12/6 09:56,2011/12/6 09:56,Greece,0,Occasional Buyers
12479,11,1,527.2,385,32.95,2011/11/28 13:26,2011/11/28 13:26,Germany,0,Occasional Buyers
12480,28,4,3281.63,1707,54.69383333,2011/1/7 15:27,2011/11/11 14:52,Germany,1,Loyal Customers
12481,23,10,5596.32,3304,78.82140845,2010/12/9 10:13,2011/11/17 08:29,Germany,3,Champions
12483,17,8,2484.98,1110,57.79023256,2011/1/4 14:20,2011/11/22 17:02,Sweden,1,Loyal Customers
12484,33,6,4541.72,2191,36.92455285,2011/1/7 14:04,2011/11/7 11:37,Spain,1,Loyal Customers
12488,10,3,1298.66,529,44.78137931,2011/9/25 10:34,2011/11/30 08:50,France,1,Loyal Customers
12489,336,1,334.93,105,22.32866667,2011/1/7 13:13,2011/1/7 13:13,France,2,Hibernating
12490,5,10,5417.93,3064,83.35276923,2011/1/14 09:13,2011/12/4 16:07,France,3,Champions
12491,39,1,460.4,260,28.775,2011/11/1 12:18,2011/11/1 12:18,France,0,Occasional Buyers
12492,63,2,263.21,192,21.93416667,2011/8/26 14:51,2011/10/7 15:15,Germany,0,Occasional Buyers
12493,166,2,433.74,207,39.43090909,2011/5/26 14:53,2011/6/27 10:17,France,2,Hibernating
12494,16,7,1246.1,707,37.76060606,2010/12/9 11:31,2011/11/24 09:34,France,1,Loyal Customers
12497,82,1,1043.1,1236,149.0142857,2011/9/19 12:29,2011/9/19 12:29,Germany,4,Dormant High-Value Customers
12498,21,3,403.7,159,31.05384615,2011/10/13 09:30,2011/11/18 12:53,Germany,0,Occasional Buyers
12500,23,11,4257.82,2678,129.0248485,2011/1/10 09:48,2011/11/16 16:20,Germany,3,Champions
12501,337,1,2169.39,1783,50.45093023,2011/1/7 12:28,2011/1/7 12:28,Germany,4,Dormant High-Value Customers
12502,96,5,3723.87,820,64.20465517,2011/2/3 10:41,2011/9/5 11:52,Spain,4,Dormant High-Value Customers
12504,18,2,482.05,90,80.34166667,2011/11/9 14:56,2011/11/21 16:02,Germany,0,Occasional Buyers
12506,233,1,73.5,23,5.653846154,2011/4/21 08:54,2011/4/21 08:54,France,2,Hibernating
12507,134,3,1304.81,894,86.98733333,2011/2/14 09:24,2011/7/28 17:09,Spain,4,Dormant High-Value Customers
12508,26,2,398.27,272,11.06305556,2011/11/10 16:27,2011/11/13 15:37,France,0,Occasional Buyers
12509,284,1,176.5,55,44.125,2011/2/28 14:45,2011/2/28 14:45,France,2,Hibernating
12510,143,2,982.57,353,57.79823529,2011/1/18 14:04,2011/7/20 10:15,Spain,4,Dormant High-Value Customers
12512,66,2,138.03,99,6.572857143,2011/10/4 14:53,2011/10/4 14:55,Israel,2,Hibernating
12513,113,1,612.29,462,32.22578947,2011/8/19 10:51,2011/8/19 10:51,France,2,Hibernating
12514,267,1,1017.68,440,46.25818182,2011/3/17 16:38,2011/3/17 16:38,Italy,2,Hibernating
12515,353,1,383.7,131,31.975,2010/12/21 15:43,2010/12/21 15:43,Italy,2,Hibernating
12516,78,2,1312.06,875,87.47066667,2011/6/12 11:37,2011/9/23 09:13,Germany,4,Dormant High-Value Customers
12517,28,5,2502.84,1371,23.39102804,2011/6/2 15:13,2011/11/11 14:04,Germany,1,Loyal Customers
12518,1,5,2056.89,1318,57.13583333,2011/8/21 13:18,2011/12/9 10:13,Germany,1,Loyal Customers
12519,64,1,340.84,183,24.34571429,2011/10/7 09:26,2011/10/7 09:26,Germany,0,Occasional Buyers
12520,79,5,2634.26,1439,51.65215686,2011/3/11 11:35,2011/9/21 15:23,Germany,4,Dormant High-Value Customers
12521,143,1,599.68,309,31.56210526,2011/7/20 10:51,2011/7/20 10:51,Germany,2,Hibernating
12522,39,2,192.72,194,19.272,2011/10/19 14:41,2011/10/31 15:30,Germany,0,Occasional Buyers
12523,19,11,1789.77,865,47.09921053,2011/1/12 09:43,2011/11/20 12:55,France,1,Loyal Customers
12524,9,8,4485.72,3699,64.08171429,2011/1/10 10:35,2011/11/30 15:31,Germany,1,Loyal Customers
12526,1,3,1316.66,632,47.02357143,2011/9/6 14:19,2011/12/9 12:09,Germany,1,Loyal Customers
12527,82,3,348.71,234,29.05916667,2011/1/18 12:05,2011/9/19 11:55,Germany,4,Dormant High-Value Customers
12528,9,6,1933.48,756,46.0352381,2011/1/31 09:05,2011/11/30 14:40,Germany,1,Loyal Customers
12530,60,4,1662.28,913,47.49371429,2011/1/7 10:04,2011/10/11 12:34,Germany,4,Dormant High-Value Customers
12531,15,1,125.22,45,8.348,2011/11/25 11:12,2011/11/25 11:12,Germany,0,Occasional Buyers
12532,30,1,349.83,153,24.98785714,2011/11/9 13:47,2011/11/9 13:47,France,0,Occasional Buyers
12534,131,1,1089.18,651,35.13483871,2011/8/1 10:26,2011/8/1 10:26,Germany,4,Dormant High-Value Customers
12535,92,2,716.35,219,44.771875,2011/6/6 12:47,2011/9/9 08:48,France,4,Dormant High-Value Customers
12536,43,3,12601.83,2803,172.6278082,2011/10/11 14:52,2011/10/27 14:20,France,1,Loyal Customers
12538,29,1,363.95,191,25.99642857,2011/11/10 17:16,2011/11/10 17:16,Spain,0,Occasional Buyers
12539,22,4,5568.35,2067,94.37881356,2011/1/10 09:11,2011/11/17 13:30,Spain,1,Loyal Customers
12540,20,17,13400.24,6685,122.9379817,2010/12/13 09:39,2011/11/20 11:31,Spain,3,Champions
12541,30,3,981.18,680,35.04214286,2011/3/4 09:32,2011/11/10 10:40,Spain,4,Dormant High-Value Customers
12544,36,1,372.7,136,31.05833333,2011/11/3 16:15,2011/11/3 16:15,Spain,0,Occasional Buyers
12545,75,2,1000.39,523,52.65210526,2011/3/25 12:04,2011/9/25 13:39,Spain,4,Dormant High-Value Customers
12546,47,2,1161.5,633,50.5,2011/9/23 09:44,2011/10/24 12:09,Spain,4,Dormant High-Value Customers
12547,198,2,207.8,134,51.95,2011/3/4 12:46,2011/5/26 12:38,Spain,2,Hibernating
12548,166,1,95.2,49,31.73333333,2011/6/26 15:35,2011/6/26 15:35,Spain,2,Hibernating
12550,79,1,964.83,569,32.161,2011/9/21 14:35,2011/9/21 14:35,Spain,4,Dormant High-Value Customers
12551,358,1,168,100,56,2010/12/17 11:23,2010/12/17 11:23,Spain,2,Hibernating
12552,39,2,437.82,88,33.67846154,2011/10/31 12:11,2011/11/1 10:02,Italy,0,Occasional Buyers
12553,8,10,3692.28,1965,75.35265306,2011/1/14 10:42,2011/12/1 16:38,France,3,Champions
12556,50,2,603.71,358,9.43296875,2011/7/11 13:35,2011/10/20 13:06,Spain,4,Dormant High-Value Customers
12557,16,5,11990.96,4384,922.3815385,2010/12/3 12:20,2011/11/23 16:59,Spain,1,Loyal Customers
12558,8,1,269.96,196,38.56571429,2011/12/2 10:41,2011/12/2 10:41,USA,0,Occasional Buyers
12559,311,2,561.71,283,29.56368421,2011/1/24 10:12,2011/2/2 09:49,Germany,2,Hibernating
12560,5,3,2134.01,1110,45.40446809,2011/7/19 15:55,2011/12/4 13:54,Germany,1,Loyal Customers
12561,303,1,238.85,177,23.885,2011/2/10 11:39,2011/2/10 11:39,Germany,2,Hibernating
12562,8,7,3781.74,1779,75.6348,2011/5/25 12:44,2011/12/1 17:20,France,1,Loyal Customers
12564,261,1,456.9,133,45.69,2011/3/23 14:55,2011/3/23 14:55,France,2,Hibernating
12565,289,1,145.92,80,29.184,2011/2/24 10:34,2011/2/24 10:34,Saudi Arabia,2,Hibernating
12566,86,1,351.65,265,25.11785714,2011/9/14 14:30,2011/9/14 14:30,Germany,2,Hibernating
12567,23,10,9401.28,4305,94.0128,2010/12/5 11:57,2011/11/17 11:02,France,3,Champions
12569,2,32,4124.69,1801,71.11534483,2011/4/1 13:47,2011/12/7 16:24,Germany,3,Champions
12571,40,2,519.61,523,34.64066667,2011/8/10 12:35,2011/10/31 10:19,France,0,Occasional Buyers
12572,9,2,1020.42,452,36.44357143,2011/10/19 08:20,2011/12/1 09:20,Germany,0,Occasional Buyers
12573,227,1,160.54,84,8.027,2011/4/26 15:52,2011/4/26 15:52,France,2,Hibernating
12574,316,1,218.45,61,27.30625,2011/1/28 09:20,2011/1/28 09:20,France,2,Hibernating
12576,36,5,1315.83,967,45.37344828,2011/2/8 11:31,2011/11/4 10:11,Poland,1,Loyal Customers
12577,35,3,657.8,472,10.96333333,2010/12/15 16:21,2011/11/4 13:24,France,4,Dormant High-Value Customers
12578,21,2,2794.51,1196,68.15878049,2011/1/13 15:34,2011/11/18 13:30,Italy,1,Loyal Customers
12579,78,1,440.42,285,27.52625,2011/9/22 17:15,2011/9/22 17:15,France,2,Hibernating
12580,247,1,415.7,238,37.79090909,2011/4/7 10:24,2011/4/7 10:24,Germany,2,Hibernating
12581,40,1,197.71,161,19.771,2011/10/31 08:56,2011/10/31 08:56,Germany,0,Occasional Buyers
12582,239,2,511.36,300,34.09066667,2011/2/24 11:42,2011/4/15 08:45,Finland,2,Hibernating
12583,3,15,7281.38,5060,89.89358025,2010/12/1 08:45,2011/12/7 08:07,France,3,Champions
12584,4,9,2338.15,416,64.94861111,2011/3/4 15:15,2011/12/6 09:35,Italy,1,Loyal Customers
12585,234,2,2040.1,1279,55.13783784,2010/12/23 12:58,2011/4/19 13:39,Germany,4,Dormant High-Value Customers
12586,17,1,196.94,79,21.88222222,2011/11/22 16:24,2011/11/22 16:24,Italy,0,Occasional Buyers
12587,8,1,144,51,48,2011/12/2 12:47,2011/12/2 12:47,Finland,0,Occasional Buyers
12588,39,1,214.9,53,21.49,2011/10/31 15:01,2011/10/31 15:01,Finland,0,Occasional Buyers
12589,29,2,646.68,306,38.04,2011/7/18 12:05,2011/11/11 10:19,France,0,Occasional Buyers
12590,211,2,9864.26,4283,240.5917073,2011/5/12 14:46,2011/5/12 14:52,Germany,4,Dormant High-Value Customers
12591,317,1,452.85,228,28.303125,2011/1/26 14:35,2011/1/26 14:35,Italy,2,Hibernating
12592,92,2,437.6,290,62.51428571,2011/5/10 13:44,2011/9/8 15:04,Germany,4,Dormant High-Value Customers
12593,109,3,418.1,206,69.68333333,2011/5/5 09:29,2011/8/23 12:43,France,4,Dormant High-Value Customers
12594,38,10,3338.22,1777,79.48142857,2011/1/21 09:52,2011/11/2 12:20,Italy,1,Loyal Customers
12596,51,2,618.27,474,29.44142857,2011/4/11 13:22,2011/10/19 13:02,Spain,4,Dormant High-Value Customers
12597,19,4,3811.22,2236,48.24329114,2011/3/16 14:00,2011/11/20 13:33,Spain,1,Loyal Customers
12598,10,8,3023.08,1964,58.13615385,2011/2/28 11:58,2011/11/30 12:18,France,1,Loyal Customers
12599,29,7,1032.58,956,46.93545455,2011/2/8 13:28,2011/11/10 13:34,France,1,Loyal Customers
12600,29,10,2599.04,774,76.44235294,2010/12/3 12:57,2011/11/11 10:29,Germany,1,Loyal Customers
12601,190,5,577.06,245,33.94470588,2011/1/11 10:38,2011/6/3 10:17,Germany,4,Dormant High-Value Customers
12602,59,1,153.12,162,25.52,2011/10/12 11:22,2011/10/12 11:22,France,2,Hibernating
12603,22,1,739.2,63,369.6,2011/11/18 10:42,2011/11/18 10:42,Germany,0,Occasional Buyers
12604,79,2,254.18,201,28.24222222,2011/3/23 12:06,2011/9/21 14:08,France,2,Hibernating
12607,60,1,1579.51,1228,41.56605263,2011/10/10 16:06,2011/10/10 16:06,USA,4,Dormant High-Value Customers
12609,78,3,1126.85,648,33.14264706,2011/1/25 15:13,2011/9/22 16:34,Germany,4,Dormant High-Value Customers
12610,23,5,2099.54,1049,51.20829268,2011/8/5 13:52,2011/11/17 09:34,Italy,1,Loyal Customers
12611,52,1,1193.32,846,38.49419355,2011/10/18 13:12,2011/10/18 13:12,Italy,4,Dormant High-Value Customers
12612,74,1,704.04,262,70.404,2011/9/26 15:35,2011/9/26 15:35,Germany,4,Dormant High-Value Customers
12613,57,5,3344.38,1644,65.57607843,2011/3/22 15:42,2011/10/13 14:59,Germany,4,Dormant High-Value Customers
12614,278,1,315.6,76,31.56,2011/3/7 10:22,2011/3/7 10:22,Germany,2,Hibernating
12615,2,4,2291.19,1376,54.55214286,2011/6/24 13:35,2011/12/7 15:02,France,1,Loyal Customers
12616,95,2,713.3,284,50.95,2011/2/15 14:17,2011/9/5 15:17,France,4,Dormant High-Value Customers
12617,29,1,355.53,213,13.67423077,2011/11/10 14:39,2011/11/10 14:39,France,0,Occasional Buyers
12618,22,1,177.31,96,19.70111111,2011/11/18 11:10,2011/11/18 11:10,Italy,0,Occasional Buyers
12619,16,9,3641.24,3378,113.78875,2011/3/31 13:10,2011/11/23 14:52,Germany,1,Loyal Customers
12620,15,3,1339.41,1181,29.1176087,2011/5/19 12:10,2011/11/25 10:20,France,1,Loyal Customers
12621,2,20,13689.67,7440,107.7926772,2010/12/9 10:16,2011/12/8 11:25,Germany,3,Champions
12622,232,1,180.1,69,18.01,2011/4/21 16:39,2011/4/21 16:39,Germany,2,Hibernating
12623,276,1,305.1,191,20.34,2011/3/8 13:50,2011/3/8 13:50,Germany,2,Hibernating
12624,106,2,641.13,355,27.87521739,2011/6/15 12:34,2011/8/25 15:04,France,4,Dormant High-Value Customers
12625,212,2,2683.82,1612,72.53567568,2011/1/24 13:27,2011/5/12 09:54,Germany,4,Dormant High-Value Customers
12626,23,9,6620.48,3453,81.73432099,2011/1/17 11:01,2011/11/16 16:06,Germany,3,Champions
12627,11,7,4478.53,2752,74.64216667,2011/7/22 13:59,2011/11/29 12:07,Germany,1,Loyal Customers
12628,4,3,786.46,448,35.74818182,2011/10/6 09:28,2011/12/5 13:15,Germany,1,Loyal Customers
12630,10,2,1270.88,548,45.38857143,2011/10/27 10:41,2011/11/30 10:48,Finland,1,Loyal Customers
12631,57,1,640.5,236,40.03125,2011/10/13 13:53,2011/10/13 13:53,Finland,0,Occasional Buyers
12633,59,4,2163.98,1162,58.48594595,2011/2/25 08:44,2011/10/12 11:40,Germany,4,Dormant High-Value Customers
12635,90,2,1689.18,1172,42.2295,2011/7/8 08:43,2011/9/11 11:04,Germany,4,Dormant High-Value Customers
12637,67,8,6021.9,3002,63.38842105,2011/1/20 10:47,2011/10/3 13:46,France,1,Loyal Customers
12638,33,1,671.69,577,23.98892857,2011/11/6 13:11,2011/11/6 13:11,Sweden,0,Occasional Buyers
12639,239,1,486.1,201,34.72142857,2011/4/15 12:48,2011/4/15 12:48,Sweden,2,Hibernating
12640,24,3,1174.58,311,39.15266667,2011/9/19 12:01,2011/11/16 11:52,France,1,Loyal Customers
12641,115,1,185.9,72,23.2375,2011/8/16 13:26,2011/8/16 13:26,Sweden,2,Hibernating
12642,25,3,1013.26,552,33.77533333,2011/8/24 09:23,2011/11/14 15:03,Germany,4,Dormant High-Value Customers
12643,128,6,3344.64,1808,185.8133333,2011/1/11 11:48,2011/8/3 12:56,France,4,Dormant High-Value Customers
12644,130,1,477.91,325,22.75761905,2011/8/2 10:33,2011/8/2 10:33,Germany,2,Hibernating
12645,34,4,1775.18,1084,55.474375,2011/1/27 13:08,2011/11/6 12:38,Germany,1,Loyal Customers
12646,5,2,1346.97,897,56.12375,2011/10/21 12:52,2011/12/5 10:14,USA,1,Loyal Customers
12647,22,12,3722.82,1431,72.99647059,2010/12/5 14:02,2011/11/17 12:56,Germany,3,Champions
12648,155,1,318.05,160,26.50416667,2011/7/8 11:55,2011/7/8 11:55,Germany,2,Hibernating
